"BATCH_FILE","ITEM","BLOCKS_SEEN","NUMBER_VERDICT","WAY_UP","PHOTO_NOTES","WORDS_VERDICT","WORDS_NOTE","NAME_VERDICT","NAME_NOTE","OTHER_PROBLEMS","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","115","115","MATCHES","1:UPRIGHT","1=[1-1-5 (the 5 is drawn like an S) = 115] Torn spiral notebook sheet, blue ink, 'It's all bottled up / all this love, all this pain' ending 'If you've never needed or never given'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section matches photo 1 (sheet says 'Got to fight on', typed 'I want to fight on'). The later parts ('Welcome to my new life', 'No Rhyme or Reason', 'Oh clarialia') are on no photo here.","OK","First line of the sheet.","Summary mentions two sheets, verse numbers and named characters (Don Jones, Jerry, Vermes/Valencia) - none of that is on the one sheet pictured.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","116","116","MATCHES","1:UPRIGHT","1=[1-1-6 = 116] Torn spiral notebook sheet, black print, 'Worship me for who I am / Not for who I'm not' ending 'Hitch hiker to which you lend your seat'","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First part matches the photo. The part after '---' ('I never show my weakness ... Swim within my mind / DALBACH 620 624') is not on this sheet - it is the paper plate pictured on item 117 (photo 397, blocks 117).","OK","First line of the sheet.","Typed words carry the second paper plate's words that belong to item 117.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","117","117","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[1-1-7 = 117] Two paper plates stacked: top 'I woke up my mind was racing ... Let Me Live The Dream'; bottom 'I never show my weakness ... DALBACH 620' (writing curves round the plates but reads the right way up) || 2=[1-1-7 = 117] Close-up of the top paper plate, 'I woke up my mind was racing ... Let Me Live The Dream'","MATCH","Both plates are typed; the top plate's words are typed a second time after '---'.","OK","From the plate, but the plate reads 'Let Me Live The Dream' - the card's 'Let Me Live / Let The Dream' is slightly garbled.","Summary says 'white lined notebook paper' - the photos show two paper plates.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","127","127","MATCHES","1:UPRIGHT","1=[1-2-7 = 127] Torn spiral notebook sheet titled 'secret room', rhyme words in the left margin, empty bracketed box below","MATCH","Typed words follow the sheet, including the margin rhyme words.","NOT FROM THIS SHEET","'DOWNWARD SPIRAL' is not on the sheet. Its written title is 'Secret Room'.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_07_OF_13_V10F_W0220__cards_21-30__READER_A.json","214","214","MATCHES","1:UPRIGHT 2:UPRIGHT 3:UPRIGHT","1=[2-1-4 = 214 (edge of another block cut off at far right, unreadable)] Two notebook sheets laid end to end: 'One single ray of light broke through the clouds' above, 'I've been looking for motivation' below || 2=[2-1-4 = 214] Close-up of the first sheet, 'One single ray of light broke through the clouds' || 3=[2-1-4 = 214] Turned copy: close-up of the second sheet, 'I've been looking for motivation ... No more moving around' - now reads the right way up","MATCH","Typed words cover both sheets (cut at 1800 chars for the check).","OK","First line of the first sheet.","Summary says 'loose sheet' - it is two sheets.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","218","218","MATCHES","1:UPRIGHT","1=[2-1-8 in a row] Torn spiral notebook sheet, 'It's such a complicated subject this matter of war' with syllable counts 14/16, crossed-out lines, bracket counts 6 and 5 at the bottom.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","First section (war lines down to 'And the way it stands') matches the photo. The two extra sections after '---' ('I found the rhyme / Have you found the reason...' and 'The last words I heard from you ... The path of life can be a rocky road') are NOT on this sheet - they are the words on item 255's two sheets (photos 743 and 744).","OK","First line of the sheet.","Summary says 'word-tree diagrams' and 'crumpled' - sheet is torn spiral paper with bracket counts, not really crumpled; minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","255","255","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[2-5-5 in a row] Spiral notebook sheet with circled verse numbers 2, 3, 4: 'I said you've got to hold on...', 'In time you'll find...', 'The last words I heard from you ... Given time all things must pass'. || 2=[2-5-5 in a row] Second spiral notebook sheet: crossed-out 'The path through life can be a rocky road...' and verse 5 'Now I've found the rhyme / Have you found the reason?... Now my mind's at ease and'.","SHEET WORDS NOT TYPED","Typed words are only 4 lines of verse 4 ('The last words I heard from you...'). Photo 1 verses 2 and 3 ('I said you've got to hold on...', 'In time you'll find...') and the end of verse 4 are not typed; all of photo 2 ('The path through life...', 'Now I've found the rhyme...') is not typed. Those missing words sit on card 218 instead.","OK","Line from this sheet (verse 4). The top line of photo 1 is 'I said you've got to hold on' if a first-line name is wanted.","Summary says 'small paper cards attached on the left side' - the number cards are above the sheet, not on the left; minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","261","261","MATCHES","1:UPRIGHT","1=[2-6-1 in a row] Torn-top pad sheet with red margin: 'Weaponized envy surrounds me' 8 lines with crossouts, 'like' under the last line.","MATCH","","OK","First line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","273","273","MATCHES","1:UPRIGHT","1=[2-7-3 in a row] Lined sheet: 'Rise up, Rise up / And follow me' through 'Just what... I can't wait to see...'.","MATCH","","OK","First line / title.","Summary says the cards are 'to the side' - they are above the sheet; minor.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","274","274","MATCHES","1:UPRIGHT","1=[2-7-4 in a row] Three-hole lined sheet in cursive: 'I just melted in your eyes' three 4-line verses, 'discovered' in left margin, '6' right.","MATCH","","OK","First line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","278","278","MATCHES","1:UPRIGHT","1=[2-7-8 in a row] Lined sheet (folded/overlapped): 'I turn frowns upside down and make unhappy people smile' then 3-line verses to 'And THEN that's when life gets tough...', margin 4 4 6.","MATCH","","OK","First line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","295","295","MATCHES","1:UPRIGHT","1=[2-9-5 in a row] Lined sheet: 'I'm loading up the wagon full of TREASURES I have gathered' to 'Or what we call 'round here a dancer', one line crossed out.","MATCH","Typed shows TREASURES as struck; on the sheet TREASURES is written in capitals, not crossed out. Tiny.","OK","First line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","300","300","MATCHES","1:UPRIGHT","1=[3-0-0 in a row] Three-hole lined sheet with bracket syllable splits 3/8: 'I wake up remove the covers from my face' to 'Worked to death - dead at a young age'.","MATCH","","OK","First line (with 'face' written over the crossed-out word).","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","302","302","MATCHES","1:UPRIGHT","1=[3-0-2 in a row] Torn three-hole lined sheet in cursive: 'Now is the time / To show me a sign still' through 'A handful of empty promises about tomorrow...', syllable counts at right.","MATCH","","OK","First line.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_01-10__READER_A.json","305","305","MATCHES","1:UPRIGHT","1=[3-0-5 in a row] Lined sheet with red brackets and rhyme marks 8A/6A/8B...: 'I've been trying to explain this / it's the myth that what is - is' to 'or at least it's not responsible'.","MATCH","","OK","From the first lines, but clumsy: 'try ing' split and two lines run together. Cleaner: 'I've Been Trying to Explain This'.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","318","318","MATCHES","1:UPRIGHT","1=[3-1-8 in a row] Torn lined sheet titled MUSICAL MEDITATION in bubble letters, 4 counted lines with syllable brackets and 10s, then a bracketed section.","MATCH","All lines typed. The vertical word in the left margin bracket is typed only as [Bracket]; minor.","OK","Title MUSICAL MEDITATION is written at the top of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","337","337","MATCHES","1:UPRIGHT","1=[3-3-7 in a row] Lined sheet with a drunk-driving poem: I got bagged just two years before my car ... Do you need any more proof?","SMALL DIFFERENCES","First three lines are jumbled. Sheet reads: I got bagged just two years before my car / Again I poured my beer then closed the door / And took my car ride right to jail. Typed version moves Again and before my car to the wrong lines and drops to jail. Rest matches.","OK","Lifted from the first line but garbled (Again and a belong elsewhere). Cleaner name: I Got Bagged Just Two Years Before My Car.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","343","343","MATCHES","1:UPRIGHT","1=[3-4-3 in a row] Lined sheet, 8 lines starting Foot prints being washed away by the sea, ending with a hurricane.","SMALL DIFFERENCES","Line 3 garbled. Sheet reads: For the (tide seeped struck, waves rolled written above) in and washed our love away. Typed line drops in and ... our love and misplaces away.","OK","First line of the sheet.","Summary is only 'loose sheet' - thin but not wrong.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","351","351","MATCHES","1:UPRIGHT","1=[3-5-1 in a row] Torn spiral-edge lined sheet: One woman's pleasure is another woman's pain, then a prose block ending Corporations are owning countries - They're calling Kenya Mickey D's.","SMALL DIFFERENCES","All words present, but a stray MARGIN: label is inserted mid-text before What's it to me (that text is in the main body, not a margin). Sheet says WWIII, typed says WWII.","OK","First line of the sheet.","Summary says pencil and rotated; writing looks like dark ink and the photo shown is upright. 'rotated' is a file note a buyer would see.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","376","376","MATCHES","1:UPRIGHT","1=[3-7-6 in a row] 3-hole lined sheet with the little gold fish verse and a drawing of a fishbowl with a smoking fish.","MATCH","","OK","First line of the sheet.","Summary says blue ink; the writing looks black. Summary does not mention the fishbowl drawing.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","377","377","MATCHES","1:UPRIGHT","1=[3-7-7 in a row] Two lined sheets: top sheet When my baby said, You've got to choose ... sick and tired from all his abuse; bottom sheet I've lived the life of a Rock star and I don't even sing ...","SHEET WORDS NOT TYPED","Photo 1 top sheet (When my baby said, You've got to choose / I knew right there that she would loose ... But I'm still sick and tired from all his abuse, 16 lines) is not in typed_words. Bottom sheet (Rock star) matches.","OK","From the bottom sheet's first line, but cut off: should end ...and I Don't Even Sing.","Summary says 'a piece of lined notebook paper' - the photo shows two sheets.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","414","414","MATCHES","1:UPRIGHT","1=[4-1-4 in a row] Small white spiral-notebook page titled Point of Reference, ending I've now lost my point of reference.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Everything after the --- (Never be afraid when your opinion is based on fact ... And I'm not afraid of that, 5 lines) is not on this photo.","OK","Title Point of Reference is written at the top.","Summary says YELLOW LEGAL PAD (8th); the photo shows a small white spiral-notebook page, not yellow legal paper.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","421","421","MATCHES","1:UPRIGHT","1=[4-2-1 in a row] Torn lined sheet, no title: Let me trade my eyes for yours ... Maybe I can find it again.","MATCH","Minor misread: Si stand should be So I stand.","NOT FROM THIS SHEET","Here & Now is not written anywhere on the sheet (no title). Should be the first line: Let Me Trade My Eyes for Yours (or hook Let Me Out) - unless Here & Now is the known song title Tom wants.","","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","426","426","MATCHES","1:UPRIGHT","1=[4-2-6 in a row] 3-hole lined sheet: Look out the man's got the pen again ... Still soul searching yet you haven't got a clue.","MATCH","","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_11-20__READER_A.json","429","429","MATCHES","1:UPRIGHT","1=[4-2-9 in a row] Torn spiral-edge lined sheet titled Thousand miles above: When dreaming of your eyes I stare at the stars ... You'll drive me crazy.","TYPED WORDS INCLUDE A SHEET NOT PICTURED","Everything after the --- (She knew what she was doing / Well I tried to be so strong / But my self-esteem is gone / That woman done me wrong) is not on this photo. The part above matches.","NOT FROM THIS SHEET","The time has come is not on the sheet. The sheet's written title is Thousand Miles Above.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","432","432","MATCHES","1:UPRIGHT","1=[4-3-2 in a row = 432] Torn lined notebook sheet, dark ink: 'Attempting to believe the unbelievable...'","MATCH","Typed words follow the sheet line for line.","NOT FROM THIS SHEET","'Michelle' is not written anywhere on the sheet. Should be 'Attempting' or first line 'Attempting to Believe the Unbelievable'.","Summary says decorative star-bordered stationery with red/blue/gray stars and blue ink; photo shows plain torn lined notebook paper, no star border, dark ink. Summary looks like it belongs to another piece.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","435","435","MATCHES","1:UPRIGHT","1=[4-3-5 in a row = 435] Torn lined notebook sheet in pencil: 'Confliction is my affliction / Dying from good health...'","MATCH","Typed words follow the sheet line for line.","NOT FROM THIS SHEET","'Dead History' is not written on the sheet. Should be first line 'Confliction Is My Affliction'.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","445","445","MATCHES","1:UPRIGHT","1=[4-4-5 in a row = 445] Plain white sheet, blue ink cursive: 'Another sleepless night as rain falls from the sky...'","SMALL DIFFERENCES","One sheet line missing from typed words: 'This is the only time I can remember, the world has cut some slack.' (between 'got my life on track' and 'I'm finally moving forward').","OK","First line of the sheet.","Summary says lined notebook paper in pencil; photo shows unlined white paper written in blue ink.","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","447","447","MATCHES","1:UPRIGHT","1=[4-4-7 in a row = 447] Torn lined notebook sheet, dark ink: 'Cry me a river... ten miles wide...'","MATCH","Same text; side note ('when you're not one then you should go back to being two') and 'Never lost, never one / Never us' are jumbled in the typing but all present.","NOT FROM THIS SHEET","'Just like Me' is not written on the sheet. Should be first line 'Cry Me a River'.","Summary says blue ink; writing looks black/dark gray.","FAIRLY SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","450","450","MATCHES","1:UPRIGHT","1=[4-5-0 in a row = 450] Torn lined notebook sheet: 'I just picked up my pen / It's been god knows when...'","MATCH","Typed words follow the sheet line for line.","OK","First line of the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","470","470","MATCHES","1:UPRIGHT","1=[4-7-0 in a row = 470] Pale green lined sheet, 'PLEDGE' in bubble letters, 'Globalization without exploitation...'","MATCH","Same text; line 'That's right... I'm penning them...' is merged into the line above in the typing - minor.","OK","Title written on the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","471","471","MATCHES","1:UPRIGHT","1=[4-7-1 in a row = 471] Lined notebook sheet, 'Point of Reference' in outline letters, 'You keep waiting for her to walk in...'","MATCH","Typed words follow the sheet, including margin note 'will do p.65'.","OK","Title written on the sheet.","","SURE"
"G03_POEM_IN_34_ALBUMS_PAGE_08_OF_13_V10F_W0220__cards_21-30__READER_A.json","473","473","MATCHES","1:UPRIGHT 2:UPRIGHT","1=[4-7-3 in a row = 473] Lined notebook sheet: 'TAXATION WITHOUT REPRESENTATION / IS WHAT The Baby Boomers did...' || 2=[4-7-3 in a row = 473] Two small lined cards: '[Ian McElroy] Welcome to poor judgement theatre...' and 'yeah we're slowly sinking...'","MATCH","Both photos are typed. Small misread: sheet says 'Spend our time wondering what's left to believe in?', typed as 'our time spending what's left to believe in?'.","OK","Title written on the sheet.","Summary says '3 separate pieces in frame'; photo 1 is one full notebook sheet and photo 2 shows two small cards (3 pieces across two photos, not one frame).","SURE"
